ProductKey;OrderDateKey;DueDateKey;ShipDateKey;CustomerKey;SalesOrderNumber;SalesAmount;US Dollar Sales Amount
528;20201130;20201212;20201207;25812;SO72006;4,99;2,7390492919091
487;20201130;20201212;20201207;25812;SO72006;54,99;30,184432978373
490;20201130;20201212;20201207;25812;SO72006;53,99;29,6355253046438
376;20201130;20201212;20201207;22906;SO72047;2443,35;1341,17356460643
372;20201130;20201212;20201207;22198;SO72048;2443,35;1341,17356460643
540;20201130;20201212;20201207;22198;SO72048;32,60;17,8943901635745
529;20201130;20201212;20201207;22198;SO72048;3,99;2,19014161817982
583;20201130;20201212;20201207;24474;SO72049;1700,99;933,686463936766
386;20201130;20201212;20201207;27695;SO72050;1120,49;615,04555933692
584;20201130;20201212;20201207;27472;SO72059;539,99;296,404654737073
477;20201130;20201212;20201207;27472;SO72059;4,99;2,7390492919091
479;20201130;20201212;20201207;27472;SO72059;8,99;4,93467998682622
225;20201130;20201212;20201207;27472;SO72059;8,99;4,93467998682622
604;20201130;20201212;20201207;28133;SO72060;539,99;296,404654737073
217;20201130;20201212;20201207;28133;SO72060;34,99;19,2062795037875
592;20201201;20201213;20201208;13035;SO72061;564,99;311,152109263135
478;20201201;20201213;20201208;13035;SO72061;9,99;5,50170723647979
225;20201201;20201213;20201208;13035;SO72061;8,99;4,95098579138672
477;20201201;20201213;20201208;13035;SO72061;4,99;2,74810001101443
592;20201201;20201213;20201208;16684;SO72062;564,99;311,152109263135
478;20201201;20201213;20201208;16684;SO72062;9,99;5,50170723647979
477;20201201;20201213;20201208;16684;SO72062;4,99;2,74810001101443
536;20201201;20201213;20201208;16618;SO72065;29,99;16,5161361383412
528;20201201;20201213;20201208;16618;SO72065;4,99;2,74810001101443
480;20201201;20201213;20201208;16618;SO72065;2,29;1,26115210926313
465;20201201;20201213;20201208;11965;SO72066;24,49;13,4871681903293
477;20201201;20201213;20201208;11071;SO72067;4,99;2,74810001101443
479;20201201;20201213;20201208;11071;SO72067;8,99;4,95098579138672
488;20201201;20201213;20201208;11071;SO72067;53,99;29,733450820575
384;20201201;20201213;20201208;27589;SO72100;1120,49;617,077872012336
489;20201201;20201213;20201208;27589;SO72100;53,99;29,733450820575
225;20201201;20201213;20201208;27589;SO72100;8,99;4,95098579138672
382;20201201;20201213;20201208;26567;SO72101;1120,49;617,077872012336
490;20201201;20201213;20201208;26567;SO72101;53,99;29,733450820575
584;20201201;20201213;20201208;27492;SO72102;539,99;297,384073135808
477;20201201;20201213;20201208;27492;SO72102;4,99;2,74810001101443
479;20201201;20201213;20201208;27492;SO72102;8,99;4,95098579138672
484;20201201;20201213;20201208;27492;SO72102;7,95;4,37823548848992
386;20201201;20201213;20201208;26591;SO72103;1120,49;617,077872012336
488;20201201;20201213;20201208;26591;SO72103;53,99;29,733450820575
384;20201201;20201213;20201208;26653;SO72104;1120,49;617,077872012336
222;20201201;20201213;20201208;26653;SO72104;34,99;19,2697433638066
599;20201201;20201213;20201208;13024;SO72105;539,99;297,384073135808
485;20201201;20201213;20201208;13024;SO72105;21,98;12,1048573631457
491;20201201;20201213;20201208;13024;SO72105;53,99;29,733450820575
361;20201201;20201213;20201208;13974;SO72106;2294,99;1263,90020927415
528;20201201;20201213;20201208;13974;SO72106;4,99;2,74810001101443
537;20201201;20201213;20201208;13974;SO72106;35,00;19,2752505782575
217;20201201;20201213;20201208;13974;SO72106;34,99;19,2697433638066
361;20201201;20201213;20201208;13134;SO72107;2294,99;1263,90020927415
487;20201201;20201213;20201208;13134;SO72107;54,99;30,284172265668
353;20201201;20201213;20201208;16352;SO72108;2319,99;1277,66824540148
537;20201201;20201213;20201208;16352;SO72108;35,00;19,2752505782575
528;20201201;20201213;20201208;16352;SO72108;4,99;2,74810001101443
480;20201201;20201213;20201208;16352;SO72108;2,29;1,26115210926313
484;20201201;20201213;20201208;16352;SO72108;7,95;4,37823548848992
570;20201201;20201213;20201208;11368;SO72126;742,35;408,828064764842
541;20201201;20201213;20201208;11368;SO72126;28,99;15,9654146932482
530;20201201;20201213;20201208;11368;SO72126;4,99;2,74810001101443
237;20201201;20201213;20201208;11368;SO72126;49,99;27,5305650402027
467;20201201;20201213;20201208;11368;SO72126;24,49;13,4871681903293
567;20201201;20201213;20201208;14346;SO72127;742,35;408,828064764842
604;20201201;20201213;20201208;26560;SO72128;539,99;297,384073135808
479;20201201;20201213;20201208;26560;SO72128;8,99;4,95098579138672
477;20201201;20201213;20201208;26560;SO72128;4,99;2,74810001101443
222;20201201;20201213;20201208;26560;SO72128;34,99;19,2697433638066
465;20201201;20201213;20201208;26560;SO72128;24,49;13,4871681903293
581;20201202;20201214;20201209;22942;SO72129;1700,99;935,380808358537
222;20201202;20201214;20201209;22942;SO72129;34,99;19,2411328017597
488;20201202;20201214;20201209;22942;SO72129;53,99;29,689304371735
539;20201202;20201214;20201209;14853;SO72130;24,99;13,7420951333517
529;20201202;20201214;20201209;14853;SO72130;3,99;2,1941160296948
536;20201202;20201214;20201209;18267;SO72131;29,99;16,4916139675557
528;20201202;20201214;20201209;25135;SO72132;4,99;2,74401979653561
480;20201202;20201214;20201209;25135;SO72132;2,29;1,25927962606544
530;20201202;20201214;20201209;27705;SO72133;4,99;2,74401979653561
217;20201202;20201214;20201209;27705;SO72133;34,99;19,2411328017597
476;20201202;20201214;20201209;13670;SO72134;69,99;38,4877646411878
491;20201202;20201214;20201209;13670;SO72134;53,99;29,689304371735
478;20201202;20201214;20201209;15791;SO72135;9,99;5,49353863073962
477;20201202;20201214;20201209;15791;SO72135;4,99;2,74401979653561
480;20201202;20201214;20201209;15791;SO72135;2,29;1,25927962606544
530;20201202;20201214;20201209;28328;SO72136;4,99;2,74401979653561
479;20201202;20201214;20201209;16730;SO72138;8,99;4,94363486389882
477;20201202;20201214;20201209;16730;SO72138;4,99;2,74401979653561
487;20201202;20201214;20201209;16730;SO72138;54,99;30,2392081385758
378;20201202;20201214;20201209;22851;SO72167;2443,35;1343,60736871048
484;20201202;20201214;20201209;22851;SO72167;7,95;4,37173494638438
384;20201202;20201214;20201209;18463;SO72168;1120,49;616,161671707451
539;20201202;20201214;20201209;18463;SO72168;24,99;13,7420951333517
480;20201202;20201214;20201209;18463;SO72168;2,29;1,25927962606544
225;20201202;20201214;20201209;28135;SO72169;8,99;4,94363486389882
604;20201202;20201214;20201209;28135;SO72169;539,99;296,942535056365
388;20201202;20201214;20201209;26651;SO72170;1120,49;616,161671707451
489;20201202;20201214;20201209;26651;SO72170;53,99;29,689304371735
590;20201202;20201214;20201209;11930;SO72171;769,49;423,14544954633
474;20201202;20201214;20201209;11930;SO72171;69,99;38,4877646411878
491;20201202;20201214;20201209;11930;SO72171;53,99;29,689304371735
562;20201202;20201214;20201209;13630;SO72184;2384,07;1311,00907341215
482;20201202;20201214;20201209;13643;SO72185;8,99;4,94363486389882
563;20201202;20201214;20201209;13643;SO72185;2384,07;1311,00907341215
535;20201203;20201215;20201210;11913;SO72188;24,99;13,7420951333517
528;20201203;20201215;20201210;11148;SO72191;4,99;2,74401979653561
214;20201203;20201215;20201210;11148;SO72191;34,99;19,2411328017597
528;20201203;20201215;20201210;25251;SO72192;4,99;2,74401979653561
214;20201203;20201215;20201210;25251;SO72192;34,99;19,2411328017597
478;20201203;20201215;20201210;28958;SO72193;9,99;5,49353863073962
477;20201203;20201215;20201210;28958;SO72193;4,99;2,74401979653561
376;20201203;20201215;20201210;22929;SO72249;2443,35;1343,60736871048
479;20201203;20201215;20201210;22929;SO72249;8,99;4,94363486389882
477;20201203;20201215;20201210;22929;SO72249;4,99;2,74401979653561
217;20201203;20201215;20201210;22929;SO72249;34,99;19,2411328017597
376;20201203;20201215;20201210;18337;SO72250;2443,35;1343,60736871048
374;20201203;20201215;20201210;22195;SO72251;2443,35;1343,60736871048
479;20201203;20201215;20201210;22195;SO72251;8,99;4,94363486389882
477;20201203;20201215;20201210;22195;SO72251;4,99;2,74401979653561
225;20201203;20201215;20201210;22195;SO72251;8,99;4,94363486389882
582;20201203;20201215;20201210;22935;SO72252;1700,99;935,380808358537
477;20201203;20201215;20201210;22935;SO72252;4,99;2,74401979653561
479;20201203;20201215;20201210;22935;SO72252;8,99;4,94363486389882
487;20201203;20201215;20201210;22935;SO72252;54,99;30,2392081385758
361;20201203;20201215;20201210;16620;SO72253;2294,99;1262,02364586197
485;20201203;20201215;20201210;16620;SO72253;21,98;12,0868847951609
359;20201203;20201215;20201210;16351;SO72254;2294,99;1262,02364586197
572;20201203;20201215;20201210;15129;SO72267;742,35;408,22106131427
477;20201203;20201215;20201210;15129;SO72267;4,99;2,74401979653561
479;20201203;20201215;20201210;15129;SO72267;8,99;4,94363486389882
487;20201203;20201215;20201210;15129;SO72267;54,99;30,2392081385758
576;20201203;20201215;20201210;13958;SO72268;2384,07;1311,00907341215
606;20201203;20201215;20201210;26547;SO72269;539,99;296,942535056365
217;20201203;20201215;20201210;26547;SO72269;34,99;19,2411328017597
228;20201203;20201215;20201210;26547;SO72269;49,99;27,4896893043717
604;20201203;20201215;20201210;26922;SO72270;539,99;296,942535056365
595;20201204;20201216;20201211;13036;SO72271;564,99;310,997963340122
489;20201204;20201216;20201211;13036;SO72271;53,99;29,7187207574173
225;20201204;20201216;20201211;13036;SO72271;8,99;4,94853305443937
536;20201204;20201216;20201211;21871;SO72273;29,99;16,5079539824957
538;20201204;20201216;20201211;17906;SO72274;21,49;11,829140749711
536;20201204;20201216;20201211;18263;SO72275;29,99;16,5079539824957
528;20201204;20201216;20201211;18263;SO72275;4,99;2,74673859195244
485;20201204;20201216;20201211;18263;SO72275;21,98;12,0988605713657
217;20201204;20201216;20201211;18263;SO72275;34,99;19,2601970606044
477;20201204;20201216;20201211;23427;SO72276;4,99;2,74673859195244
530;20201204;20201216;20201211;27717;SO72277;4,99;2,74673859195244
484;20201204;20201216;20201211;27717;SO72277;7,95;4,37606649419277
529;20201204;20201216;20201211;18286;SO72278;3,99;2,19628997633071
540;20201204;20201216;20201211;18286;SO72278;32,60;17,9446248692685
214;20201204;20201216;20201211;18286;SO72278;34,99;19,2601970606044
231;20201204;20201216;20201211;15125;SO72279;49,99;27,5169262949304
529;20201204;20201216;20201211;13120;SO72280;3,99;2,19628997633071
217;20201204;20201216;20201211;13120;SO72280;34,99;19,2601970606044
490;20201204;20201216;20201211;13120;SO72280;53,99;29,7187207574173
376;20201204;20201216;20201211;22196;SO72325;2443,35;1344,93862497936
484;20201204;20201216;20201211;22196;SO72325;7,95;4,37606649419277
378;20201204;20201216;20201211;22197;SO72326;2443,35;1344,93862497936
529;20201204;20201216;20201211;22197;SO72326;3,99;2,19628997633071
540;20201204;20201216;20201211;22197;SO72326;32,60;17,9446248692685
487;20201204;20201216;20201211;22197;SO72326;54,99;30,269169373039
463;20201204;20201216;20201211;22197;SO72326;24,49;13,4804865965762
380;20201204;20201216;20201211;22203;SO72327;2443,35;1344,93862497936
581;20201204;20201216;20201211;16031;SO72328;1700,99;936,30759068641
582;20201204;20201216;20201211;22933;SO72329;1700,99;936,30759068641
217;20201204;20201216;20201211;22933;SO72329;34,99;19,2601970606044
384;20201204;20201216;20201211;26589;SO72330;1120,49;616,772169317994
489;20201204;20201216;20201211;26589;SO72330;53,99;29,7187207574173
225;20201204;20201216;20201211;26589;SO72330;8,99;4,94853305443937
587;20201204;20201216;20201211;17504;SO72331;769,49;423,564705234767
478;20201204;20201216;20201211;17504;SO72331;9,99;5,4989816700611
477;20201204;20201216;20201211;17504;SO72331;4,99;2,74673859195244
353;20201204;20201216;20201211;16176;SO72333;2319,99;1277,03528375626
214;20201204;20201216;20201211;16176;SO72333;34,99;19,2601970606044
361;20201204;20201216;20201211;16180;SO72334;2294,99;1263,27406836572
537;20201204;20201216;20201211;16180;SO72334;35,00;19,2657015467606
528;20201204;20201216;20201211;16180;SO72334;4,99;2,74673859195244
480;20201204;20201216;20201211;16180;SO72334;2,29;1,26052732977377
570;20201204;20201216;20201211;11359;SO72355;742,35;408,625529806793
479;20201204;20201216;20201211;11359;SO72355;8,99;4,94853305443937
477;20201204;20201216;20201211;11359;SO72355;4,99;2,74673859195244
480;20201204;20201216;20201211;11359;SO72355;2,29;1,26052732977377
585;20201204;20201216;20201211;15127;SO72356;742,35;408,625529806793
530;20201204;20201216;20201211;15127;SO72356;4,99;2,74673859195244
541;20201204;20201216;20201211;15127;SO72356;28,99;15,957505366874
584;20201204;20201216;20201211;27987;SO72357;539,99;297,236747949579
479;20201204;20201216;20201211;27987;SO72357;8,99;4,94853305443937
477;20201204;20201216;20201211;27987;SO72357;4,99;2,74673859195244
561;20201205;20201217;20201212;14039;SO72358;2384,07;1321,47331079208
222;20201205;20201217;20201212;14039;SO72358;34,99;19,3947120447869
529;20201205;20201217;20201212;14319;SO72359;3,99;2,21162906712488
539;20201205;20201217;20201212;14319;SO72359;24,99;13,8517820519927
222;20201205;20201217;20201212;14319;SO72359;34,99;19,3947120447869
536;20201205;20201217;20201212;21182;SO72360;29,99;16,6232470483898
480;20201205;20201217;20201212;21182;SO72360;2,29;1,26933096834987
538;20201205;20201217;20201212;17731;SO72361;21,49;11,9117565545147
480;20201205;20201217;20201212;17731;SO72361;2,29;1,26933096834987
474;20201205;20201217;20201212;26426;SO72362;69,99;38,7949670195665
217;20201205;20201217;20201212;15727;SO72363;34,99;19,3947120447869
489;20201205;20201217;20201212;18715;SO72364;53,99;29,9262790310958
376;20201205;20201217;20201212;22913;SO72412;2443,35;1354,33179978937
217;20201205;20201217;20201212;22913;SO72412;34,99;19,3947120447869
467;20201205;20201217;20201212;22913;SO72412;24,49;13,574635552353
582;20201205;20201217;20201212;22987;SO72413;1700,99;942,846848844299
214;20201205;20201217;20201212;22987;SO72413;34,99;19,3947120447869
465;20201205;20201217;20201212;22987;SO72413;24,49;13,574635552353
580;20201205;20201217;20201212;16027;SO72414;1700,99;942,846848844299
490;20201205;20201217;20201212;16027;SO72414;53,99;29,9262790310958
359;20201205;20201217;20201212;16616;SO72415;2294,99;1272,09689041627
528;20201205;20201217;20201212;16616;SO72415;4,99;2,7659220664043
537;20201205;20201217;20201212;16616;SO72415;35,00;19,4002549747797
480;20201205;20201217;20201212;16616;SO72415;2,29;1,26933096834987
355;20201205;20201217;20201212;16630;SO72416;2319,99;1285,95421539826
537;20201205;20201217;20201212;16630;SO72416;35,00;19,4002549747797
528;20201205;20201217;20201212;16630;SO72416;4,99;2,7659220664043
222;20201205;20201217;20201212;16630;SO72416;34,99;19,3947120447869
359;20201205;20201217;20201212;16495;SO72417;2294,99;1272,09689041627
528;20201205;20201217;20201212;16495;SO72417;4,99;2,7659220664043
537;20201205;20201217;20201212;16495;SO72417;35,00;19,4002549747797
217;20201205;20201217;20201212;16495;SO72417;34,99;19,3947120447869
490;20201205;20201217;20201212;16495;SO72417;53,99;29,9262790310958
353;20201205;20201217;20201212;13110;SO72418;2319,99;1285,95421539826
576;20201205;20201217;20201212;13646;SO72437;2384,07;1321,47331079208
605;20201205;20201217;20201212;26549;SO72438;539,99;299,312676680893
479;20201205;20201217;20201212;26549;SO72438;8,99;4,98309406352198
477;20201205;20201217;20201212;26549;SO72438;4,99;2,7659220664043
465;20201205;20201217;20201212;26549;SO72438;24,49;13,574635552353
605;20201205;20201217;20201212;28132;SO72439;539,99;299,312676680893
479;20201205;20201217;20201212;28132;SO72439;8,99;4,98309406352198
535;20201206;20201218;20201213;11752;SO72452;24,99;13,8241964927809
528;20201206;20201218;20201213;11752;SO72452;4,99;2,76041378547326
485;20201206;20201218;20201213;11752;SO72452;21,98;12,1590971953311
528;20201206;20201218;20201213;19580;SO72441;4,99;2,76041378547326
536;20201206;20201218;20201213;19580;SO72441;29,99;16,5901421696078
485;20201206;20201218;20201213;19580;SO72441;21,98;12,1590971953311
488;20201206;20201218;20201213;19580;SO72441;53,99;29,866681418377
225;20201206;20201218;20201213;19580;SO72441;8,99;4,97317032693478
536;20201206;20201218;20201213;18279;SO72442;29,99;16,5901421696078
528;20201206;20201218;20201213;18279;SO72442;4,99;2,76041378547326
485;20201206;20201218;20201213;18279;SO72442;21,98;12,1590971953311
482;20201206;20201218;20201213;18279;SO72442;8,99;4,97317032693478
528;20201206;20201218;20201213;12369;SO72443;4,99;2,76041378547326
485;20201206;20201218;20201213;12369;SO72443;21,98;12,1590971953311
530;20201206;20201218;20201213;14100;SO72444;4,99;2,76041378547326
214;20201206;20201218;20201213;14100;SO72444;34,99;19,3560878464347
491;20201206;20201218;20201213;19578;SO72445;53,99;29,866681418377
237;20201206;20201218;20201213;14682;SO72446;49,99;27,6539248769154
234;20201206;20201218;20201213;13026;SO72447;49,99;27,6539248769154
483;20201206;20201218;20201213;13634;SO72448;120,00;66,3826962438458
353;20201206;20201218;20201213;16657;SO72484;2319,99;1283,39326215633
480;20201206;20201218;20201213;16657;SO72484;2,29;1,26680311998672
580;20201206;20201218;20201213;16029;SO72485;1700,99;940,969187365161
217;20201206;20201218;20201213;16029;SO72485;34,99;19,3560878464347
378;20201206;20201218;20201213;22908;SO72486;2443,35;1351,63467389501
540;20201206;20201218;20201213;22908;SO72486;32,60;18,0339658129115
529;20201206;20201218;20201213;22908;SO72486;3,99;2,20722465010787
380;20201206;20201218;20201213;22857;SO72487;2443,35;1351,63467389501
581;20201206;20201218;20201213;22988;SO72488;1700,99;940,969187365161
234;20201206;20201218;20201213;22988;SO72488;49,99;27,6539248769154
582;20201206;20201218;20201213;16025;SO72489;1700,99;940,969187365161
222;20201206;20201218;20201213;16025;SO72489;34,99;19,3560878464347
465;20201206;20201218;20201213;16025;SO72489;24,49;13,5476019250982
382;20201206;20201218;20201213;26571;SO72490;1120,49;619,842894285557
214;20201206;20201218;20201213;26571;SO72490;34,99;19,3560878464347
384;20201206;20201218;20201213;27702;SO72491;1120,49;619,842894285557
222;20201206;20201218;20201213;27702;SO72491;34,99;19,3560878464347
598;20201206;20201218;20201213;13021;SO72492;539,99;298,716601205953
485;20201206;20201218;20201213;13021;SO72492;21,98;12,1590971953311
217;20201206;20201218;20201213;13021;SO72492;34,99;19,3560878464347
355;20201206;20201218;20201213;14012;SO72493;2319,99;1283,39326215633
537;20201206;20201218;20201213;14012;SO72493;35,00;19,3616197377884
528;20201206;20201218;20201213;14012;SO72493;4,99;2,76041378547326
473;20201206;20201218;20201213;14012;SO72493;63,50;35,1275100957018
588;20201206;20201218;20201213;17328;SO72494;769,49;425,673507772308
477;20201206;20201218;20201213;17328;SO72494;4,99;2,76041378547326
217;20201206;20201218;20201213;17328;SO72494;34,99;19,3560878464347
359;20201206;20201218;20201213;13111;SO72495;2294,99;1269,5635337722
485;20201206;20201218;20201213;13111;SO72495;21,98;12,1590971953311
477;20201206;20201218;20201213;13111;SO72495;4,99;2,76041378547326
478;20201206;20201218;20201213;13111;SO72495;9,99;5,52635946230017
488;20201206;20201218;20201213;13111;SO72495;53,99;29,866681418377
586;20201206;20201218;20201213;15130;SO72512;742,35;410,659954638491
606;20201206;20201218;20201213;28120;SO72513;539,99;298,716601205953
580;20201207;20201219;20201214;24592;SO72514;1700,99;940,292979546711
477;20201207;20201219;20201214;24592;SO72514;4,99;2,75843007186291
479;20201207;20201219;20201214;24592;SO72514;8,99;4,96959646213378
528;20201207;20201219;20201214;17234;SO72515;4,99;2,75843007186291
536;20201207;20201219;20201214;17234;SO72515;29,99;16,5782200110558
480;20201207;20201219;20201214;17234;SO72515;2,29;1,26589275843007
477;20201207;20201219;20201214;24376;SO72516;4,99;2,75843007186291
484;20201207;20201219;20201214;13668;SO72517;7,95;4,39469320066335
463;20201207;20201219;20201214;12351;SO72518;24,49;13,5378662244334
541;20201207;20201219;20201214;19623;SO72519;28,99;16,0254284134881
530;20201207;20201219;20201214;19623;SO72519;4,99;2,75843007186291
214;20201207;20201219;20201214;19623;SO72519;34,99;19,3421779988944
463;20201207;20201219;20201214;19623;SO72519;24,49;13,5378662244334
388;20201207;20201219;20201214;18457;SO72555;1120,49;619,397457158651
529;20201207;20201219;20201214;18457;SO72555;3,99;2,20563847429519
539;20201207;20201219;20201214;18457;SO72555;24,99;13,8142620232172
217;20201207;20201219;20201214;18457;SO72555;34,99;19,3421779988944
471;20201207;20201219;20201214;18457;SO72555;63,50;35,10226644555
386;20201207;20201219;20201214;18461;SO72556;1120,49;619,397457158651
539;20201207;20201219;20201214;18461;SO72556;24,99;13,8142620232172
463;20201207;20201219;20201214;18461;SO72556;24,49;13,5378662244334
388;20201207;20201219;20201214;27696;SO72557;1120,49;619,397457158651
489;20201207;20201219;20201214;27696;SO72557;53,99;29,845218352681
225;20201207;20201219;20201214;27696;SO72557;8,99;4,96959646213378
386;20201207;20201219;20201214;27697;SO72558;1120,49;619,397457158651
584;20201207;20201219;20201214;27486;SO72559;539,99;298,501934770592
479;20201207;20201219;20201214;27486;SO72559;8,99;4,96959646213378
477;20201207;20201219;20201214;27486;SO72559;4,99;2,75843007186291
217;20201207;20201219;20201214;27486;SO72559;34,99;19,3421779988944
382;20201207;20201219;20201214;27715;SO72560;1120,49;619,397457158651
539;20201207;20201219;20201214;27715;SO72560;24,99;13,8142620232172
480;20201207;20201219;20201214;27715;SO72560;2,29;1,26589275843007
361;20201207;20201219;20201214;16607;SO72561;2294,99;1268,65118850193
485;20201207;20201219;20201214;16607;SO72561;21,98;12,1503593145384
480;20201207;20201219;20201214;16607;SO72561;2,29;1,26589275843007
588;20201207;20201219;20201214;17334;SO72562;769,49;425,367606412383
578;20201207;20201219;20201214;14262;SO72581;1214,85;671,558872305141
225;20201207;20201219;20201214;14262;SO72581;8,99;4,96959646213378
536;20201208;20201220;20201215;21390;SO72582;29,99;16,6149584487535
480;20201208;20201220;20201215;21390;SO72582;2,29;1,26869806094183
538;20201208;20201220;20201215;19961;SO72583;21,49;11,9058171745152
473;20201208;20201220;20201215;19961;SO72583;63,50;35,1800554016621
529;20201208;20201220;20201215;19961;SO72583;3,99;2,21052631578947
528;20201208;20201220;20201215;24891;SO72584;4,99;2,76454293628809
530;20201208;20201220;20201215;23308;SO72585;4,99;2,76454293628809
489;20201208;20201220;20201215;17059;SO72586;53,99;29,9113573407202
384;20201208;20201220;20201215;27698;SO72622;1120,49;620,770083102493
217;20201208;20201220;20201215;27698;SO72622;34,99;19,3850415512465
465;20201208;20201220;20201215;27698;SO72622;24,49;13,5678670360111
386;20201208;20201220;20201215;27713;SO72623;1120,49;620,770083102493
477;20201208;20201220;20201215;27713;SO72623;4,99;2,76454293628809
463;20201208;20201220;20201215;27713;SO72623;24,49;13,5678670360111
479;20201208;20201220;20201215;27713;SO72623;8,99;4,98060941828255
357;20201208;20201220;20201215;16623;SO72624;2319,99;1285,31301939058
537;20201208;20201220;20201215;16623;SO72624;35,00;19,3905817174515
528;20201208;20201220;20201215;16623;SO72624;4,99;2,76454293628809
217;20201208;20201220;20201215;16623;SO72624;34,99;19,3850415512465
363;20201208;20201220;20201215;14048;SO72625;2294,99;1271,46260387812
478;20201208;20201220;20201215;14048;SO72625;9,99;5,53462603878116
477;20201208;20201220;20201215;14048;SO72625;4,99;2,76454293628809
588;20201208;20201220;20201215;15575;SO72626;769,49;426,310249307479
474;20201208;20201220;20201215;15575;SO72626;69,99;38,7756232686981
606;20201208;20201220;20201215;28134;SO72638;539,99;299,163434903047
217;20201208;20201220;20201215;28134;SO72638;34,99;19,3850415512465
577;20201208;20201220;20201215;13134;SO72639;1214,85;673,047091412742
217;20201208;20201220;20201215;13134;SO72639;34,99;19,3850415512465
574;20201208;20201220;20201215;13638;SO72640;2384,07;1320,81440443213
222;20201208;20201220;20201215;13638;SO72640;34,99;19,3850415512465
535;20201209;20201221;20201216;14034;SO72641;24,99;13,8841046724818
528;20201209;20201221;20201216;14034;SO72641;4,99;2,77237624312462
485;20201209;20201221;20201216;14034;SO72641;21,98;12,2117895438635
480;20201209;20201221;20201216;14034;SO72641;2,29;1,2722929051614
529;20201209;20201221;20201216;15805;SO72642;3,99;2,21678982165676
539;20201209;20201221;20201216;15805;SO72642;24,99;13,8841046724818
472;20201209;20201221;20201216;15805;SO72642;63,50;35,279737763209
485;20201209;20201221;20201216;18745;SO72643;21,98;12,2117895438635
490;20201209;20201221;20201216;18745;SO72643;53,99;29,9961108950497
537;20201209;20201221;20201216;22849;SO72644;35,00;19,4455247513751
528;20201209;20201221;20201216;22849;SO72644;4,99;2,77237624312462
480;20201209;20201221;20201216;22849;SO72644;2,29;1,2722929051614
484;20201209;20201221;20201216;22849;SO72644;7,95;4,41691205066948
478;20201209;20201221;20201216;11102;SO72645;9,99;5,55030835046391
477;20201209;20201221;20201216;11102;SO72645;4,99;2,77237624312462
487;20201209;20201221;20201216;11102;SO72645;54,99;30,5516973165176
479;20201209;20201221;20201216;19952;SO72647;8,99;4,99472192899605
477;20201209;20201221;20201216;19952;SO72647;4,99;2,77237624312462
361;20201209;20201221;20201216;16659;SO72700;2294,99;1275,06528140452
359;20201209;20201221;20201216;16661;SO72701;2294,99;1275,06528140452
214;20201209;20201221;20201216;16661;SO72701;34,99;19,4399688871604
583;20201209;20201221;20201216;24598;SO72702;1700,99;945,046947052613
529;20201209;20201221;20201216;24598;SO72702;3,99;2,21678982165676
539;20201209;20201221;20201216;24598;SO72702;24,99;13,8841046724818
487;20201209;20201221;20201216;24598;SO72702;54,99;30,5516973165176
372;20201209;20201221;20201216;22199;SO72703;2443,35;1357,49208289349
477;20201209;20201221;20201216;22199;SO72703;4,99;2,77237624312462
479;20201209;20201221;20201216;22199;SO72703;8,99;4,99472192899605
487;20201209;20201221;20201216;22199;SO72703;54,99;30,5516973165176
372;20201209;20201221;20201216;22201;SO72704;2443,35;1357,49208289349
540;20201209;20201221;20201216;22201;SO72704;32,60;18,1121173398522
529;20201209;20201221;20201216;22201;SO72704;3,99;2,21678982165676
222;20201209;20201221;20201216;22201;SO72704;34,99;19,4399688871604
488;20201209;20201221;20201216;22201;SO72704;53,99;29,9961108950497
390;20201209;20201221;20201216;27743;SO72705;1120,49;622,529029390521
217;20201209;20201221;20201216;27743;SO72705;34,99;19,4399688871604
591;20201209;20201221;20201216;13022;SO72706;564,99;313,900772265126
485;20201209;20201221;20201216;13022;SO72706;21,98;12,2117895438635
484;20201209;20201221;20201216;13022;SO72706;7,95;4,41691205066948
359;20201209;20201221;20201216;13973;SO72707;2294,99;1275,06528140452
487;20201209;20201221;20201216;13973;SO72707;54,99;30,5516973165176
353;20201209;20201221;20201216;16637;SO72708;2319,99;1288,95494194122
480;20201209;20201221;20201216;16637;SO72708;2,29;1,2722929051614
587;20201209;20201221;20201216;15582;SO72709;769,49;427,518195455303
536;20201209;20201221;20201216;15582;SO72709;29,99;16,6620367798211
477;20201209;20201221;20201216;15582;SO72709;4,99;2,77237624312462
491;20201209;20201221;20201216;15582;SO72709;53,99;29,9961108950497
361;20201209;20201221;20201216;13109;SO72710;2294,99;1275,06528140452
487;20201209;20201221;20201216;13109;SO72710;54,99;30,5516973165176
584;20201209;20201221;20201216;27986;SO72724;539,99;300,011111728429
479;20201209;20201221;20201216;27986;SO72724;8,99;4,99472192899605
477;20201209;20201221;20201216;27986;SO72724;4,99;2,77237624312462
606;20201209;20201221;20201216;26918;SO72725;539,99;300,011111728429
479;20201209;20201221;20201216;26918;SO72725;8,99;4,99472192899605
477;20201209;20201221;20201216;26918;SO72725;4,99;2,77237624312462
490;20201209;20201221;20201216;26918;SO72725;53,99;29,9961108950497
225;20201209;20201221;20201216;26918;SO72725;8,99;4,99472192899605
604;20201209;20201221;20201216;26921;SO72726;539,99;300,011111728429
479;20201209;20201221;20201216;26921;SO72726;8,99;4,99472192899605
477;20201209;20201221;20201216;26921;SO72726;4,99;2,77237624312462
600;20201210;20201222;20201217;16685;SO72727;539,99;300,011111728429
535;20201210;20201222;20201217;16685;SO72727;24,99;13,8841046724818
